#ID = Agilent feature number
#COL = Column
#ROW = Row
#miRNA_ID = 
#PROBE NAME = Spot identifier
#CONTROL_TYPE = Control type
#ACCESSION_STRING = Accession String
#CHROMOSOMAL_LOCATION = Chromosomal Location
#DESCRIPTION = Description
#SPOT_ID = 
ID	COL	ROW	miRNA_ID	PROBE NAME	CONTROL_TYPE	ACCESSION_STRING	CHROMOSOMAL_LOCATION	DESCRIPTION	SPOT_ID
4085	72	31	hsa-miR-758	A_25_P00011429	FALSE	mir|hsa-miR-758|mir|MIMAT0003879	chr14:100562166-100562182	NA	
4086	72	29	hsa-miR-384	A_25_P00010971	FALSE	mir|hsa-miR-384|mir|MIMAT0001075	chrX:076056167-076056148	NA	
4087	72	27	hsa-miR-422a	A_25_P00012416	FALSE	mir|hsa-miR-422a|mir|MIMAT0001339	chr15:061950212-061950200	NA	
4088	72	25	hsa-miR-185	A_25_P00012238	FALSE	mir|hsa-miR-185|mir|MIMAT0000455	chr22:018400682-018400697	NA	
4089	72	23	hsa-miR-374a	A_25_P00010491	FALSE	mir|hsa-miR-374a|mir|MIMAT0000727|mir|hsa-miR-374_v9.1	chrX:073423878-073423857	NA	
4090	72	21		NA	ignore				-- ignore
4091	72	19		NC2_00092197	neg				CONTROL
4092	72	17	hsa-miR-30a*	A_25_P00010827	FALSE	mir|hsa-miR-30a*|mir|MIMAT0000088|mir|hsa-miR-30a-3p_v9.1	chr6:072170042-072170027	NA	
4093	72	15	hsa-miR-877*	A_25_P00015001	FALSE	mir|hsa-miR-877*|mir|MIMAT0004950	chr6:030660160-030660173	NA	
4094	72	13	hsa-miR-141	A_25_P00010548	FALSE	mir|hsa-miR-141|mir|MIMAT0000432	chr12:006943585-006943600	NA	
4095	72	11	hsa-miR-502-5p	A_25_P00010958	FALSE	mir|hsa-miR-502-5p|mir|MIMAT0002873|mir|hsa-miR-502_v9.1	chrX:049665963-049665981	NA	
4096	72	9	hsa-miR-19a	A_25_P00010997	FALSE	mir|hsa-miR-19a|mir|MIMAT0000073	chr13:090801196-090801216	NA	
4097	72	7	ebv-miR-BHRF1-1	A_25_P00011650	FALSE	mir|ebv-miR-BHRF1-1|mir|MIMAT0000995	unmapped	NA	
4098	72	5	hsa-miR-574-5p	A_25_P00012725	FALSE	mir|hsa-miR-574-5p|mir|MIMAT0004795	chr4:038546077-038546094	NA	
4099	72	3	hsa-miR-517b	A_25_P00011941	FALSE	mir|hsa-miR-517b|mir|MIMAT0002857|mir|hsa-miR-517a_v9.1|mir|MIMAT0002852	chr19:058916186-058916206	NA	
4100	72	1		NA	ignore				-- ignore
4101	71	164	hsa-miR-648	A_25_P00010225	FALSE	mir|hsa-miR-648|mir|MIMAT0003318	chr22:016843667-016843654	NA	
4102	71	162	hsa-miR-605	A_25_P00010398	FALSE	mir|hsa-miR-605|mir|MIMAT0003273	chr10:052729361-052729376	NA	
4103	71	160	hsa-miR-575	A_25_P00010808	FALSE	mir|hsa-miR-575|mir|MIMAT0003240	chr4:083893592-083893576	NA	
4104	71	158	hsa-miR-196a*	A_25_P00013329	FALSE	mir|hsa-miR-196a*|mir|MIMAT0004562	chr12:052671859-052671871	NA	
4105	71	156	hsa-miR-512-5p	A_25_P00010694	FALSE	mir|hsa-miR-512-5p|mir|MIMAT0002822	chr19:058864247-058864264	NA	
4106	71	154		NA	ignore				-- ignore
4107	71	152	hsa-miR-770-5p	A_25_P00011476	FALSE	mir|hsa-miR-770-5p|mir|MIMAT0003948	chr14:100388507-100388521	NA	
4108	71	150	hsa-miR-1233	A_25_P00014947	FALSE	mir|hsa-miR-1233|mir|MIMAT0005588	chr15:032607864-032607855	NA	
4109	71	148	hsa-miR-328	A_25_P00010262	FALSE	mir|hsa-miR-328|mir|MIMAT0000752	chr16:065793793-065793776	NA	
4110	71	146		NA	ignore				-- ignore
4111	71	144	hsa-miR-410	A_25_P00010198	FALSE	mir|hsa-miR-410|mir|MIMAT0002171	chr14:100602053-100602071	NA	
4112	71	142	hsa-let-7e*	A_25_P00013131	FALSE	mir|hsa-let-7e*|mir|MIMAT0004485	chr19:056887908-056887924	NA	
4113	71	140	hsa-miR-520c-3p	A_25_P00012563	FALSE	mir|hsa-miR-520c-3p|mir|MIMAT0002846	chr19:058902574-058902593	NA	
4114	71	138	hsa-miR-19b-1*	A_25_P00013161	FALSE	mir|hsa-miR-19b-1*|mir|MIMAT0004491	chr13:090801470-090801484	NA	
4115	71	136		NC2_00092197	neg				CONTROL
4116	71	134		dmr_31a	pos				CONTROL
4117	71	132	hsa-miR-103	A_25_P00011005	FALSE	mir|hsa-miR-103|mir|MIMAT0000101	chr20:003846194-003846210	NA	
4118	71	130	hsa-miR-452*	A_25_P00013580	FALSE	mir|hsa-miR-452*|mir|MIMAT0001636	chrX:150878834-150878820	NA	
4119	71	128	hsa-miR-16-1*	A_25_P00013147	FALSE	mir|hsa-miR-16-1*|mir|MIMAT0004489	chr13:049521186-049521172	NA	
4120	71	126	hsa-miR-22*	A_25_P00013177	FALSE	mir|hsa-miR-22*|mir|MIMAT0004495	chr17:001563982-001563966	NA	
4121	71	124		NA	ignore				-- ignore
4122	71	122	hsa-miR-23b	A_25_P00010881	FALSE	mir|hsa-miR-23b|mir|MIMAT0000418	chr9:096887372-096887388	NA	
4123	71	120	hsa-miR-574-5p	A_25_P00012725	FALSE	mir|hsa-miR-574-5p|mir|MIMAT0004795	chr4:038546077-038546094	NA	
4124	71	118		NA	ignore				-- ignore
4125	71	116	hsa-miR-374a*	A_25_P00013523	FALSE	mir|hsa-miR-374a*|mir|MIMAT0004688	chrX:073423908-073423889	NA	
4126	71	114	ebv-miR-BART6-5p	A_25_P00013736	FALSE	mir|ebv-miR-BART6-5p|mir|MIMAT0003414	unmapped	NA	
4127	71	112		NA	ignore				-- ignore
4128	71	110	hsa-miR-508-5p	A_25_P00012666	FALSE	mir|hsa-miR-508-5p|mir|MIMAT0004778	chrX:146126170-146126156	NA	
4129	71	108		NegativeControl	neg				CONTROL
4130	71	106		NA	ignore				-- ignore
4131	71	104	hsa-miR-1	A_25_P00012150	FALSE	mir|hsa-miR-1|mir|MIMAT0000416	chr20:060562004-060562024	NA	
4132	71	102		NA	ignore				-- ignore
4133	71	100	hsa-miR-593*	A_25_P00011625	FALSE	mir|hsa-miR-593*|mir|MIMAT0003261|mir|hsa-miR-593_v9.1	chr7:127509177-127509188	NA	
4134	71	98	hsa-miR-324-3p	A_25_P00010539	FALSE	mir|hsa-miR-324-3p|mir|MIMAT0000762|mir|hsa-miR-324-3p_v9.1	chr17:007067411-007067396	NA	
4135	71	96	hsa-miR-208b	A_25_P00013035	FALSE	mir|hsa-miR-208b|mir|MIMAT0004960	chr14:022957102-022957083	NA	
4136	71	94	hsa-miR-568	A_25_P00010933	FALSE	mir|hsa-miR-568|mir|MIMAT0003232	chr3:115518046-115518028	NA	
4137	71	92	hsa-miR-587	A_25_P00011447	FALSE	mir|hsa-miR-587|mir|MIMAT0003253	chr6:107338713-107338728	NA	
4138	71	90	hsa-miR-126	A_25_P00012216	FALSE	mir|hsa-miR-126|mir|MIMAT0000445	chr9:138684930-138684947	NA	
4139	71	88	hsa-miR-595	A_25_P00010348	FALSE	mir|hsa-miR-595|mir|MIMAT0003263	chr7:158018251-158018237	NA	
4140	71	86	hsa-miR-136	A_25_P00011017	FALSE	mir|hsa-miR-136|mir|MIMAT0000448	chr14:100420807-100420828	NA	
4141	71	84	ebv-miR-BART19-5p	A_25_P00013786	FALSE	mir|ebv-miR-BART19-5p|mir|MIMAT0004836	unmapped	NA	
4142	71	82	hsa-miR-515-3p	A_25_P00012519	FALSE	mir|hsa-miR-515-3p|mir|MIMAT0002827	chr19:058880127-058880146	NA	
4143	71	80	hsa-miR-425*	A_25_P00013565	FALSE	mir|hsa-miR-425*|mir|MIMAT0001343	chr3:049032660-049032648	NA	
4144	71	78	hsa-miR-371-5p	A_25_P00012324	FALSE	mir|hsa-miR-371-5p|mir|MIMAT0004687	chr19:058982754-058982765	NA	
4145	71	76		NA	ignore				-- ignore
4146	71	74	hsa-miR-9	A_25_P00011003	FALSE	mir|hsa-miR-9|mir|MIMAT0000441	chr1:154656794-154656777	NA	
4147	71	72		NA	ignore				-- ignore
4148	71	70		NA	ignore				-- ignore
4149	71	68	hsa-miR-647	A_25_P00011368	FALSE	mir|hsa-miR-647|mir|MIMAT0003317	chr20:062044463-062044447	NA	
4150	71	66	hsa-miR-374b*	A_25_P00013680	FALSE	mir|hsa-miR-374b*|mir|MIMAT0004956	chrX:073355168-073355150	NA	
4151	71	64	hsa-miR-887	A_25_P00013000	FALSE	mir|hsa-miR-887|mir|MIMAT0004951	chr5:015988349-015988359	NA	
4152	71	62	ebv-miR-BART6-5p	A_25_P00013736	FALSE	mir|ebv-miR-BART6-5p|mir|MIMAT0003414	unmapped	NA	
4153	71	60	hsa-miR-182*	A_25_P00010966	FALSE	mir|hsa-miR-182*|mir|MIMAT0000260	chr7:129197545-129197527	NA	
4154	71	58	ebv-miR-BHRF1-1	A_25_P00011650	FALSE	mir|ebv-miR-BHRF1-1|mir|MIMAT0000995	unmapped	NA	
4155	71	56		NA	ignore				-- ignore
4156	71	54	hsa-miR-125b-2*	A_25_P00013433	FALSE	mir|hsa-miR-125b-2*|mir|MIMAT0004603	chr21:016884489-016884502	NA	
4157	71	52	hsa-miR-495	A_25_P00012508	FALSE	mir|hsa-miR-495|mir|MIMAT0002817	chr14:100569896-100569915	NA	
4158	71	50	hsa-miR-633	A_25_P00011640	FALSE	mir|hsa-miR-633|mir|MIMAT0003303	chr17:058375371-058375390	NA	
4159	71	48	hsa-miR-181c	A_25_P00010288	FALSE	mir|hsa-miR-181c|mir|MIMAT0000258	chr19:013846542-013846560	NA	
4160	71	46	hsa-miR-181d	A_25_P00012514	FALSE	mir|hsa-miR-181d|mir|MIMAT0002821	chr19:013846731-013846746	NA	
4161	71	44	hsa-miR-551b	A_25_P00014894	FALSE	mir|hsa-miR-551b|mir|MIMAT0003233	chr3:169752396-169752416	NA	
4162	71	42		NA	ignore				-- ignore
4163	71	40	hsa-miR-569	A_25_P00011297	FALSE	mir|hsa-miR-569|mir|MIMAT0003234	chr3:172307227-172307209	NA	
4164	71	38	hsa-miR-374b	A_25_P00014915	FALSE	mir|hsa-miR-374b|mir|MIMAT0004955	chrX:073355138-073355121	NA	
4165	71	36	hsa-miR-129-5p	A_25_P00010753	FALSE	mir|hsa-miR-129-5p|mir|MIMAT0000242|mir|hsa-miR-129_v9.1	chr7:127635171-127635185	NA	
4166	71	34	hsa-miR-552	A_25_P00011479	FALSE	mir|hsa-miR-552|mir|MIMAT0003215	chr1:034907867-034907851	NA	
4167	71	32		NA	ignore				-- ignore
4168	71	30	hsa-miR-491-5p	A_25_P00012481	FALSE	mir|hsa-miR-491-5p|mir|MIMAT0002807	chr9:020706127-020706140	NA	
4169	71	28	hsa-miR-452*	A_25_P00013580	FALSE	mir|hsa-miR-452*|mir|MIMAT0001636	chrX:150878834-150878820	NA	
4170	71	26		NA	ignore				-- ignore
4171	71	24	hsa-miR-631	A_25_P00010826	FALSE	mir|hsa-miR-631|mir|MIMAT0003300	chr15:073433040-073433027	NA	
4172	71	22	hsa-miR-620	A_25_P00010450	FALSE	mir|hsa-miR-620|mir|MIMAT0003289	chr12:115070827-115070808	NA	
4173	71	20	ebv-miR-BART8*	A_25_P00013802	FALSE	mir|ebv-miR-BART8*|mir|MIMAT0003418	unmapped	NA	
4174	71	18		NA	ignore				-- ignore
4175	71	16	hsa-miR-372	A_25_P00010258	FALSE	mir|hsa-miR-372|mir|MIMAT0000724	chr19:058983002-058983019	NA	
4176	71	14	hsa-miR-196a*	A_25_P00013328	FALSE	mir|hsa-miR-196a*|mir|MIMAT0004562	chr12:052671860-052671871	NA	
4177	71	12	hsa-miR-181c	A_25_P00010287	FALSE	mir|hsa-miR-181c|mir|MIMAT0000258	chr19:013846543-013846560	NA	
4178	71	10		NA	ignore				-- ignore
4179	71	8	hsa-miR-600	A_25_P00011377	FALSE	mir|hsa-miR-600|mir|MIMAT0003268	chr9:124913728-124913713	NA	
4180	71	6	hsa-let-7g	A_25_P00012141	FALSE	mir|hsa-let-7g|mir|MIMAT0000414	chr3:052277359-052277340	NA	
4181	71	4	hsa-miR-424*	A_25_P00013561	FALSE	mir|hsa-miR-424*|mir|MIMAT0004749	chrX:133508377-133508365	NA	
4182	71	2	hsa-miR-380*	A_25_P00010792	FALSE	mir|hsa-miR-380*|mir|MIMAT0000734|mir|hsa-miR-380-5p_v9.1	chr14:100561117-100561132	NA	
4183	71	163	hsa-miR-649	A_25_P00011375	FALSE	mir|hsa-miR-649|mir|MIMAT0003319	chr22:019718546-019718532	NA	
4184	71	161	hsa-miR-485-5p	A_25_P00010708	FALSE	mir|hsa-miR-485-5p|mir|MIMAT0002175	chr14:100591523-100591538	NA	
4185	71	159	hsa-miR-455-3p	A_25_P00012697	FALSE	mir|hsa-miR-455-3p|mir|MIMAT0004784	chr9:116011593-116011608	NA	
4186	71	157	hsa-miR-361-5p	A_25_P00010895	FALSE	mir|hsa-miR-361-5p|mir|MIMAT0000703|mir|hsa-miR-361_v9.1	chrX:085045323-085045309	NA	
4187	71	155	hsa-miR-877*	A_25_P00014998	FALSE	mir|hsa-miR-877*|mir|MIMAT0004950	chr6:030660163-030660173	NA	
4188	71	153	hsa-miR-143	A_25_P00012184	FALSE	mir|hsa-miR-143|mir|MIMAT0000435	chr5:148788740-148788754	NA	
4189	71	151	ebv-miR-BART9	A_25_P00013745	FALSE	mir|ebv-miR-BART9|mir|MIMAT0003419	unmapped	NA	
4190	71	149	hsa-miR-586	A_25_P00011418	FALSE	mir|hsa-miR-586|mir|MIMAT0003252	chr6:045273425-045273406	NA	
4191	71	147	hsa-miR-519e	A_25_P00012525	FALSE	mir|hsa-miR-519e|mir|MIMAT0002829	chr19:058875057-058875078	NA	
4192	71	145	hsa-miR-145*	A_25_P00013426	FALSE	mir|hsa-miR-145*|mir|MIMAT0004601	chr5:148790457-148790476	NA	
4193	71	143	hsa-miR-93*	A_25_P00013234	FALSE	mir|hsa-miR-93*|mir|MIMAT0004509	chr7:099529397-099529383	NA	
4194	71	141	hsa-miR-379	A_25_P00012338	FALSE	mir|hsa-miR-379|mir|MIMAT0000733	chr14:100558166-100558181	NA	
4195	71	139	hsa-miR-802	A_25_P00011247	FALSE	mir|hsa-miR-802|mir|MIMAT0004185	chr21:036014904-036014922	NA	
4196	71	137	hsa-miR-17	A_25_P00014824	FALSE	mir|hsa-miR-17|mir|MIMAT0000070|mir|hsa-miR-106a|mir|MIMAT0000103	chr13:090800884-090800895	NA	
4197	71	135	hsa-miR-497	A_25_P00010130	FALSE	mir|hsa-miR-497|mir|MIMAT0002820	chr17:006861997-006861981	NA	
4198	71	133		NA	ignore				-- ignore
4199	71	131		hur_5	pos				CONTROL
4200	71	129		NA	ignore				-- ignore
4201	71	127	hsa-miR-598	A_25_P00011057	FALSE	mir|hsa-miR-598|mir|MIMAT0003266	chr8:010930207-010930189	NA	
4202	71	125	hsa-miR-543	A_25_P00013015	FALSE	mir|hsa-miR-543|mir|MIMAT0004954	chr14:100568126-100568144	NA	
4203	71	123	hsa-miR-298	A_25_P00012879	FALSE	mir|hsa-miR-298|mir|MIMAT0004901	chr20:056826709-056826694	NA	
4204	71	121	hsa-miR-18a*	A_25_P00013153	FALSE	mir|hsa-miR-18a*|mir|MIMAT0002891	chr13:090801061-090801074	NA	
4205	71	119	hsa-miR-200b*	A_25_P00013356	FALSE	mir|hsa-miR-200b*|mir|MIMAT0004571	chr1:001092377-001092388	NA	
4206	71	117	hsa-miR-487a	A_25_P00010090	FALSE	mir|hsa-miR-487a|mir|MIMAT0002178	chr14:100588591-100588605	NA	
4207	71	115		NA	ignore				-- ignore
4208	71	113	hsa-miR-518b	A_25_P00010245	FALSE	mir|hsa-miR-518b|mir|MIMAT0002844	chr19:058897859-058897874	NA	
4209	71	111	hsa-let-7a	A_25_P00010086	FALSE	mir|hsa-let-7a|mir|MIMAT0000062	chr11:121522465-121522447	NA	
4210	71	109	hsa-miR-100	A_25_P00010475	FALSE	mir|hsa-miR-100|mir|MIMAT0000098	chr11:121528180-121528163	NA	
4211	71	107	hsa-miR-484	A_25_P00010432	FALSE	mir|hsa-miR-484|mir|MIMAT0002174	chr16:015644666-015644680	NA	
4212	71	105	hsa-miR-193b	A_25_P00012511	FALSE	mir|hsa-miR-193b|mir|MIMAT0002819	chr16:014305382-014305396	NA	
4213	71	103	hcmv-miR-US25-2-3p	A_25_P00011728	FALSE	mir|hcmv-miR-US25-2-3p|mir|MIMAT0001583	unmapped	NA	
4214	71	101	hsa-let-7e	A_25_P00011984	FALSE	mir|hsa-let-7e|mir|MIMAT0000066	chr19:056887862-056887879	NA	
4215	71	99	hsa-miR-331-3p	A_25_P00011117	FALSE	mir|hsa-miR-331-3p|mir|MIMAT0000760|mir|hsa-miR-331_v9.1	chr12:094226389-094226407	NA	
4216	71	97	hsa-miR-146a*	A_25_P00013443	FALSE	mir|hsa-miR-146a*|mir|MIMAT0004608	chr5:159844995-159845014	NA	
4217	71	95		NegativeControl	neg				CONTROL
4218	71	93	hsa-miR-361-3p	A_25_P00012305	FALSE	mir|hsa-miR-361-3p|mir|MIMAT0004682	chrX:085045363-085045344	NA	
4219	71	91	hcmv-miR-UL22A	A_25_P00011874	FALSE	mir|hcmv-miR-UL22A|mir|MIMAT0001574	unmapped	NA	
4220	71	89	hsa-miR-943	A_25_P00013103	FALSE	mir|hsa-miR-943|mir|MIMAT0004986	chr4:001957983-001957970	NA	
4221	71	87	hcmv-miR-UL22A	A_25_P00011875	FALSE	mir|hcmv-miR-UL22A|mir|MIMAT0001574	unmapped	NA	
4222	71	85	hsa-miR-638	A_25_P00010402	FALSE	mir|hsa-miR-638|mir|MIMAT0003308	chr19:010690106-010690119	NA	
4223	71	83	hsa-miR-661	A_25_P00011952	FALSE	mir|hsa-miR-661|mir|MIMAT0003324	chr8:145091420-145091406	NA	
4224	71	81		NA	ignore				-- ignore
4225	71	79		NegativeControl	neg				CONTROL
4226	71	77	hsa-miR-520a-3p	A_25_P00010200	FALSE	mir|hsa-miR-520a-3p|mir|MIMAT0002834|mir|hsa-miR-520a_v9.1	chr19:058886002-058886020	NA	
4227	71	75	hsa-miR-765	A_25_P00011341	FALSE	mir|hsa-miR-765|mir|MIMAT0003945	chr1:155172635-155172619	NA	
4228	71	73	ebv-miR-BART13*	A_25_P00013812	FALSE	mir|ebv-miR-BART13*|mir|MIMAT0004818	unmapped	NA	
4229	71	71	hcmv-miR-US5-2	A_25_P00011800	FALSE	mir|hcmv-miR-US5-2|mir|MIMAT0001580	unmapped	NA	
4230	71	69		NA	ignore				-- ignore
4231	71	67	hsa-miR-30e	A_25_P00012300	FALSE	mir|hsa-miR-30e|mir|MIMAT0000692	chr1:040992636-040992651	NA	
4232	71	65	kshv-miR-K12-9	A_25_P00011895	FALSE	mir|kshv-miR-K12-9|mir|MIMAT0002185	unmapped	NA	
4233	71	63	kshv-miR-K12-9	A_25_P00011894	FALSE	mir|kshv-miR-K12-9|mir|MIMAT0002185	unmapped	NA	
4234	71	61	hsa-miR-212	A_25_P00010854	FALSE	mir|hsa-miR-212|mir|MIMAT0000269	chr17:001900405-001900391	NA	
4235	71	59	hsa-miR-195	A_25_P00010769	FALSE	mir|hsa-miR-195|mir|MIMAT0000461	chr17:006861692-006861674	NA	
4236	71	57	hsa-miR-149*	A_25_P00013447	FALSE	mir|hsa-miR-149*|mir|MIMAT0004609	chr2:241044156-241044166	NA	
4237	71	55	hsa-miR-518e*	A_25_P00014868	FALSE	mir|hsa-miR-518e*|mir|MIMAT0005450|mir|hsa-miR-519a*|mir|MIMAT0005452|mir|hsa-miR-519b-5p|mir|MIMAT0005454|mir|hsa-miR-519c-5p|mir|MIMAT0002831|mir|hsa-miR-522*|mir|MIMAT0005451|mir|hsa-miR-523*|mir|MIMAT0005449	chr19:058893471-058893487	NA	
4238	71	53	hsa-miR-548c-3p	A_25_P00010741	FALSE	mir|hsa-miR-548c-3p|mir|MIMAT0003285|mir|hsa-miR-548c_v9.1	chr12:063302618-063302637	NA	
4239	71	51	hsa-miR-324-5p	A_25_P00010153	FALSE	mir|hsa-miR-324-5p|mir|MIMAT0000761	chr17:007067377-007067361	NA	
4240	71	49	hsa-miR-188-5p	A_25_P00012246	FALSE	mir|hsa-miR-188-5p|mir|MIMAT0000457	chrX:049654872-049654883	NA	
4241	71	47		hur_1	pos				CONTROL
4242	71	45	hsa-miR-219-1-3p	A_25_P00012121	FALSE	mir|hsa-miR-219-1-3p|mir|MIMAT0004567	chr6:033283661-033283672	NA	
4243	71	43	hsa-miR-563	A_25_P00011425	FALSE	mir|hsa-miR-563|mir|MIMAT0003227	chr3:015890335-015890351	NA	
4244	71	41	hsa-miR-30e	A_25_P00012301	FALSE	mir|hsa-miR-30e|mir|MIMAT0000692	chr1:040992635-040992651	NA	
4245	71	39	ebv-miR-BART18-3p	A_25_P00013782	FALSE	mir|ebv-miR-BART18-3p|mir|MIMAT0004835	unmapped	NA	
4246	71	37	hsa-miR-590-3p	A_25_P00012773	FALSE	mir|hsa-miR-590-3p|mir|MIMAT0004801	chr7:073243521-073243539	NA	
4247	71	35	hsa-miR-363*	A_25_P00010041	FALSE	mir|hsa-miR-363*|mir|MIMAT0003385	chrX:133131101-133131083	NA	
4248	71	33	ebv-miR-BART2-5p	A_25_P00011806	FALSE	mir|ebv-miR-BART2-5p|mir|MIMAT0001000|mir|ebv-miR-BART2_v9.1	unmapped	NA	
4249	71	31	hsa-miR-95	A_25_P00011086	FALSE	mir|hsa-miR-95|mir|MIMAT0000094	chr4:008057997-008057979	NA	
4250	71	29		dmr_6	pos				CONTROL
4251	71	27		NA	ignore				-- ignore
4252	71	25	hsa-miR-597	A_25_P00011262	FALSE	mir|hsa-miR-597|mir|MIMAT0003265	chr8:009636615-009636628	NA	
4253	71	23	hsa-miR-203	A_25_P00010629	FALSE	mir|hsa-miR-203|mir|MIMAT0000264	chr14:103653563-103653580	NA	
4254	71	21		NA	ignore				-- ignore
4255	71	19		NegativeControl	neg				CONTROL
4256	71	17		NegativeControl	neg				CONTROL
4257	71	15	hsa-miR-200c	A_25_P00012266	FALSE	mir|hsa-miR-200c|mir|MIMAT0000617	chr12:006943174-006943188	NA	
4258	71	13	hsa-miR-596	A_25_P00011351	FALSE	mir|hsa-miR-596|mir|MIMAT0003264	chr8:001752828-001752839	NA	
4259	71	11	hsa-miR-623	A_25_P00010229	FALSE	mir|hsa-miR-623|mir|MIMAT0003292	chr13:098806410-098806423	NA	
4260	71	9	kshv-miR-K12-7	A_25_P00011694	FALSE	mir|kshv-miR-K12-7|mir|MIMAT0002187	unmapped	NA	
4261	71	7	hsa-miR-377*	A_25_P00013530	FALSE	mir|hsa-miR-377*|mir|MIMAT0004689	chr14:100598152-100598167	NA	
4262	71	5	ebv-miR-BART8	A_25_P00011791	FALSE	mir|ebv-miR-BART8|mir|MIMAT0003417|mir|ebv-miR-BART8-5p_v9.1	unmapped	NA	
4263	71	3	ebv-miR-BART19-5p	A_25_P00013785	FALSE	mir|ebv-miR-BART19-5p|mir|MIMAT0004836	unmapped	NA	
4264	71	1		NA	ignore				-- ignore
4265	70	164	hsa-miR-517b	A_25_P00010051	FALSE	mir|hsa-miR-517b|mir|MIMAT0002857|mir|hsa-miR-517a_v9.1|mir|MIMAT0002852	chr19:058907390-058907409	NA	
4266	70	162	hsa-miR-33a*	A_25_P00013221	FALSE	mir|hsa-miR-33a*|mir|MIMAT0004506	chr22:040626947-040626960	NA	
4267	70	160		NA	ignore				-- ignore
4268	70	158		NA	ignore				-- ignore
4269	70	156	hsa-miR-15b*	A_25_P00013369	FALSE	mir|hsa-miR-15b*|mir|MIMAT0004586	chr3:161605129-161605148	NA	
4270	70	154	hsa-miR-573	A_25_P00011367	FALSE	mir|hsa-miR-573|mir|MIMAT0003238	chr4:024130951-024130935	NA	
4271	70	152	hsa-miR-769-5p	A_25_P00011955	FALSE	mir|hsa-miR-769-5p|mir|MIMAT0003886	chr19:051214063-051214080	NA	
4272	70	150	hsa-miR-626	A_25_P00011235	FALSE	mir|hsa-miR-626|mir|MIMAT0003295	chr15:039771138-039771153	NA	
4273	70	148		dmr_6	pos				CONTROL
4274	70	146	hsa-miR-9*	A_25_P00010316	FALSE	mir|hsa-miR-9*|mir|MIMAT0000442|mir|hsa-miR-9*_v9.1	chr15:087712309-087712327	NA	
4275	70	144	hsa-miR-125a-3p	A_25_P00013941	FALSE	mir|hsa-miR-125a-3p|mir|MIMAT0004602	chr19:056888376-056888392	NA	
4276	70	142	hsa-miR-1	A_25_P00012150	FALSE	mir|hsa-miR-1|mir|MIMAT0000416	chr20:060562004-060562024	NA	
4277	70	140	hsa-miR-1224-5p	A_25_P00014906	FALSE	mir|hsa-miR-1224-5p|mir|MIMAT0005458	chr3:185441896-185441905	NA	
4278	70	138	hsa-miR-550*	A_25_P00010447	FALSE	mir|hsa-miR-550*|mir|MIMAT0003257|mir|hsa-miR-550_v9.1	chr7:032739182-032739199	NA	
4279	70	136	hsa-miR-130b	A_25_P00010438	FALSE	mir|hsa-miR-130b|mir|MIMAT0000691	chr22:020337648-020337664	NA	
4280	70	134	hsa-miR-875-3p	A_25_P00012959	FALSE	mir|hsa-miR-875-3p|mir|MIMAT0004923	chr8:100618254-100618238	NA	
4281	70	132	hsa-miR-516a-5p	A_25_P00014151	FALSE	mir|hsa-miR-516a-5p|mir|MIMAT0004770	chr19:058951826-058951844	NA	
4282	70	130		NA	ignore				-- ignore
4283	70	128	hsa-miR-25	A_25_P00010989	FALSE	mir|hsa-miR-25|mir|MIMAT0000081	chr7:099529191-099529174	NA	
4284	70	126	hsa-miR-548b-5p	A_25_P00012756	FALSE	mir|hsa-miR-548b-5p|mir|MIMAT0004798	chr6:119431956-119431936	NA	
4285	70	124	hsa-miR-423-5p	A_25_P00012418	FALSE	mir|hsa-miR-423-5p|mir|MIMAT0004748	chr17:025468247-025468261	NA	
4286	70	122	hsa-miR-548d-3p	A_25_P00010738	FALSE	mir|hsa-miR-548d-3p|mir|MIMAT0003323|mir|hsa-miR-548d_v9.1	chr8:124429536-124429519	NA	
4287	70	120	hsa-miR-92a-2*	A_25_P00013228	FALSE	mir|hsa-miR-92a-2*|mir|MIMAT0004508	chrX:133131263-133131247	NA	
4288	70	118	hsa-miR-660	A_25_P00010459	FALSE	mir|hsa-miR-660|mir|MIMAT0003338	chrX:049664607-049664625	NA	
4289	70	116		NA	ignore				-- ignore
4290	70	114	ebv-miR-BHRF1-1	A_25_P00011648	FALSE	mir|ebv-miR-BHRF1-1|mir|MIMAT0000995	unmapped	NA	
4291	70	112	hsa-miR-886-3p	A_25_P00012898	FALSE	mir|hsa-miR-886-3p|mir|MIMAT0004906	chr5:135444185-135444168	NA	
4292	70	110	hsa-miR-615-3p	A_25_P00012788	FALSE	mir|hsa-miR-615-3p|mir|MIMAT0003283	chr12:052714069-052714082	NA	
4293	70	108		hur_2	pos				CONTROL
4294	70	106	hsa-miR-450b-3p	A_25_P00012914	FALSE	mir|hsa-miR-450b-3p|mir|MIMAT0004910	chrX:133501949-133501929	NA	
4295	70	104	hsa-miR-770-5p	A_25_P00011477	FALSE	mir|hsa-miR-770-5p|mir|MIMAT0003948	chr14:100388508-100388521	NA	
4296	70	102	hsa-miR-801_v10.1	A_25_P00011440	FALSE	mir|hsa-miR-801_v10.1|mir|MIMAT0004209	chr1:028847749-028847763	NA	
4297	70	100	hsa-miR-520h	A_25_P00014879	FALSE	mir|hsa-miR-520h|mir|MIMAT0002867	chr19:058937634-058937653	NA	
